,content,comments,nickname,url
21,이런 날 혼자 즐기는 여유,[1],(211.118),https://gall.dcinside.com//board/view/?id=travel&no=65073&page=1
22,인천청라> 동쪽 끝 정동진>평창선자령> 서쪽 끝 정서진.,[0],(121.143),https://gall.dcinside.com//board/view/?id=travel&no=65072&page=1
23,제주 남원은 볼거리가 없을까요?,[0],queeno,https://gall.dcinside.com//board/view/?id=travel&no=65070&page=1
24,서울 종로5가 여관거리,[0],(223.62),https://gall.dcinside.com//board/view/?id=travel&no=65069&page=1
25,화성 갈일 생겼는데 당일치기로 갈만한곳 있나요,[0],조상람보,https://gall.dcinside.com//board/view/?id=travel&no=65068&page=1
26,별 보는 장소 추천 좀,[1],(221.146),https://gall.dcinside.com//board/view/?id=travel&no=65066&page=1
27,텐트치고자는 새끼들아  모래좀 차를타던 배를타던 털고타라 시팔,[0],(223.62),https://gall.dcinside.com//board/view/?id=travel&no=65064&page=1
28,여행와서 숙소 콕이라니ㅜ그래도 좋네유,[1],(211.118),https://gall.dcinside.com//board/view/?id=travel&no=65063&page=1
29,부산여행 코스 추천좀해주십쇼,[0],(115.138),https://gall.dcinside.com//board/view/?id=travel&no=65061&page=1
30,서울이나 수도권 근처 여행지 추천점,[1],(112.217),https://gall.dcinside.com//board/view/?id=travel&no=65060&page=1
31,판문점 가본 사람 있음??,[1],(175.213),https://gall.dcinside.com//board/view/?id=travel&no=65059&page=1
32,숙소에서 가볍게 한 잔 하는 중...,[1],(211.118),https://gall.dcinside.com//board/view/?id=travel&no=65058&page=1
33,포항 부산 진주 이렇게 돌아가려하는데 어떤가요?,[0],(117.111),https://gall.dcinside.com//board/view/?id=travel&no=65057&page=1
34,"시청,구청,도청,군청가서 지하철타고 목걸이줄 얻은 갤럼의 이야기",[24],트람뿌대통령만세,https://gall.dcinside.com//board/view/?id=travel&no=65056&page=1
35,부산 해운대 오시는분들께 추천드리는 보쌈맛집이에요!,[0],밍구,https://gall.dcinside.com//board/view/?id=travel&no=65055&page=1
36,심심해서 쓰는 서울 밖 이야기. 대구이야기.,[8],(211.214),https://gall.dcinside.com//board/view/?id=travel&no=65054&page=1
37,서울에서 할만한거 아무거나추천좀 해주심 감사~~,[3],(39.114),https://gall.dcinside.com//board/view/?id=travel&no=65053&page=1
38,서울 천호역 동서울시장,[2],(223.62),https://gall.dcinside.com//board/view/?id=travel&no=65052&page=1
39,호텔 환불 안 해주는데 그냥 가야겠제?,[0],(14.6),https://gall.dcinside.com//board/view/?id=travel&no=65048&page=1
40,시내버스 여행가는데 꿀팁좀 주실수 있나요?,[1],(112.159),https://gall.dcinside.com//board/view/?id=travel&no=65047&page=1
41,무궁화호 타고 지방내려가는데 갈만한곳 추천좀,[0],(221.139),https://gall.dcinside.com//board/view/?id=travel&no=65045&page=1
42,2월14일 스위스 그랜드 호텔 숙박하실분,[2],(110.70),https://gall.dcinside.com//board/view/?id=travel&no=65044&page=1
43,강릉 오션뷰 괜찮은대 없음?? 뚜벅이 여행임 ,[0],(223.38),https://gall.dcinside.com//board/view/?id=travel&no=65042&page=1
44,선생님들 에어비앤비 체크인은 꼭 본인이 가야하나요?,[0],(14.52),https://gall.dcinside.com//board/view/?id=travel&no=65040&page=1
45,크으 기분좋게 불금 보내는 중이요,[4],(211.118),https://gall.dcinside.com//board/view/?id=travel&no=65037&page=1
46,안 흔한데 이색적인? 예쁜? 국내 여행지 추천점..,[0],(220.124),https://gall.dcinside.com//board/view/?id=travel&no=65036&page=1
47,각 구청시청가서 목걸이줄 얻은 갤럼인데 힛 갈수 있을까,[1],루크리리러버,https://gall.dcinside.com//board/view/?id=travel&no=65035&page=1
48,앨범 정리했다,[0],(106.101),https://gall.dcinside.com//board/view/?id=travel&no=65034&page=1
49,남자3 여자2 우정여행 가는데 추천좀 부탁드립니다.,[5],(223.39),https://gall.dcinside.com//board/view/?id=travel&no=65033&page=1
50,국내 환자4명 가지고 호들갑 ㅋ,[1],(39.7),https://gall.dcinside.com//board/view/?id=travel&no=65032&page=1
51,급 혼자서 제주도 가고싶어짐,[0],쉐어피드,https://gall.dcinside.com//board/view/?id=travel&no=65031&page=1
